date,rank,song_title,artist,genres
2017-05-27,1.0,Despacito,Luis Fonsi,"['latin pop', 'puerto rican pop']"
2017-05-27,2.0,That's What I Like,Bruno Mars,"['dance pop', 'pop']"
2017-05-27,3.0,I'm The One,DJ Khaled,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
2017-05-27,4.0,Shape Of You,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-05-27,5.0,Humble.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-05-27,6.0,Mask Off,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2017-05-27,7.0,Something Just Like This,The Chainsmokers,['pop']
2017-05-27,8.0,XO TOUR Llif3,Lil Uzi Vert,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
2017-05-27,9.0,Stay,Zedd,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']"
2017-05-27,10.0,iSpy,KYLE,"['deep underground hip hop', 'indie pop rap', 'pop rap', 'viral trap']"
2017-05-27,11.0,It Ain't Me,Kygo,"['edm', 'pop', 'pop dance', 'tropical house']"
2017-05-27,12.0,Congratulations,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2017-05-27,13.0,Say You Won't Let Go,James Arthur,"['pop', 'talent show', 'uk pop']"
2017-05-27,14.0,Issues,Julia Michaels,['pop']
2017-05-27,15.0,Body Like A Back Road,Sam Hunt,"['contemporary country', 'country', 'country pop', 'modern country rock']"
2017-05-27,16.0,DNA.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-05-27,17.0,Location,Khalid,"['pop', 'pop r&b']"
2017-05-27,18.0,Sign Of The Times,Harry Styles,['pop']
2017-05-27,19.0,Passionfruit,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2017-05-27,20.0,Believer,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2017-05-27,21.0,Bad And Boujee,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2017-05-27,22.0,Rockabye,Clean Bandit,"['pop', 'uk dance', 'uk funky']"
2017-05-27,23.0,Tunnel Vision,Kodak Black,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2017-05-27,24.0,In Case You Didn't Know,Brett Young,"['contemporary country', 'country', 'country road', 'modern country rock']"
2017-05-27,25.0,Closer,The Chainsmokers,['pop']
2017-05-27,26.0,T-Shirt,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2017-05-27,27.0,Swang,Rae Sremmurd,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']"
2017-05-27,28.0,Slide,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
2017-05-27,29.0,Unforgettable,French Montana,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2017-05-27,30.0,Rolex,Ayo,"['trap', 'viral rap', 'viral trap']"
2017-05-27,31.0,Hurricane,Luke Combs,"['contemporary country', 'country']"
2017-05-27,32.0,Now Or Never,Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
2017-05-27,33.0,Goosebumps,Travis Scott,"['hip hop', 'rap', 'slap house']"
2017-05-27,34.0,Cold,Maroon 5,['pop']
2017-05-27,35.0,24K Magic,Bruno Mars,"['dance pop', 'pop']"
2017-05-27,36.0,Redbone,Childish Gambino,"['atl hip hop', 'hip hop', 'rap']"
2017-05-27,37.0,Paris,The Chainsmokers,['pop']
2017-05-27,38.0,Castle On The Hill,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-05-27,39.0,Love On The Brain,Rihanna,"['barbadian pop', 'pop', 'urban contemporary']"
2017-05-27,40.0,There's Nothing Holdin' Me Back,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2017-05-27,41.0,Swalla,Jason Derulo,"['dance pop', 'pop']"
2017-05-27,42.0,Scars To Your Beautiful,Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2017-05-27,43.0,Both,Gucci Mane,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2017-05-27,44.0,I Feel It Coming,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2017-05-27,45.0,Bounce Back,Big Sean,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']"
2017-05-27,46.0,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,"['pop', 'uk pop']"
2017-05-27,47.0,1-800-273-8255,Logic,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']"
2017-05-27,48.0,Love.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-05-27,49.0,The Cure,Lady Gaga,"['art pop', 'dance pop', 'pop']"
2017-05-27,50.0,Drowning,A Boogie Wit da Hoodie,"['melodic rap', 'rap', 'trap']"
2017-05-27,51.0,Heavy,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']"
