date,rank,song_title,artist,genres
2017-06-17,1.0,Despacito,Luis Fonsi,"['latin pop', 'puerto rican pop']"
2017-06-17,2.0,That's What I Like,Bruno Mars,"['dance pop', 'pop']"
2017-06-17,3.0,I'm The One,DJ Khaled,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
2017-06-17,4.0,Humble.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-06-17,5.0,Shape Of You,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-06-17,6.0,Mask Off,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2017-06-17,7.0,Stay,Zedd,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']"
2017-06-17,8.0,Something Just Like This,The Chainsmokers,['pop']
2017-06-17,9.0,XO TOUR Llif3,Lil Uzi Vert,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
2017-06-17,10.0,Congratulations,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2017-06-17,11.0,Issues,Julia Michaels,['pop']
2017-06-17,12.0,Say You Won't Let Go,James Arthur,"['pop', 'talent show', 'uk pop']"
2017-06-17,13.0,It Ain't Me,Kygo,"['edm', 'pop', 'pop dance', 'tropical house']"
2017-06-17,14.0,Body Like A Back Road,Sam Hunt,"['contemporary country', 'country', 'country pop', 'modern country rock']"
2017-06-17,15.0,Believer,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2017-06-17,16.0,iSpy,KYLE,"['deep underground hip hop', 'indie pop rap', 'pop rap', 'viral trap']"
2017-06-17,17.0,Redbone,Childish Gambino,"['atl hip hop', 'hip hop', 'rap']"
2017-06-17,18.0,Unforgettable,French Montana,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2017-06-17,19.0,In Case You Didn't Know,Brett Young,"['contemporary country', 'country', 'country road', 'modern country rock']"
2017-06-17,20.0,Rolex,Ayo,"['trap', 'viral rap', 'viral trap']"
2017-06-17,21.0,Malibu,Miley Cyrus,['pop']
2017-06-17,22.0,There's Nothing Holdin' Me Back,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2017-06-17,23.0,Location,Khalid,"['pop', 'pop r&b']"
2017-06-17,24.0,Sign Of The Times,Harry Styles,['pop']
2017-06-17,25.0,DNA.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-06-17,26.0,Now Or Never,Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
2017-06-17,27.0,Passionfruit,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2017-06-17,28.0,Castle On The Hill,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-06-17,29.0,Bad And Boujee,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2017-06-17,30.0,Slide,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
2017-06-17,31.0,Swalla,Jason Derulo,"['dance pop', 'pop']"
2017-06-17,32.0,Closer,The Chainsmokers,['pop']
2017-06-17,33.0,Slow Hands,Niall Horan,['pop']
2017-06-17,34.0,Tunnel Vision,Kodak Black,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2017-06-17,35.0,Goosebumps,Travis Scott,"['hip hop', 'rap', 'slap house']"
2017-06-17,36.0,T-Shirt,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2017-06-17,37.0,Attention,Charlie Puth,"['pop', 'viral pop']"
2017-06-17,38.0,24K Magic,Bruno Mars,"['dance pop', 'pop']"
2017-06-17,39.0,Hurricane,Luke Combs,"['contemporary country', 'country']"
2017-06-17,40.0,Swang,Rae Sremmurd,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']"
2017-06-17,41.0,Drowning,A Boogie Wit da Hoodie,"['melodic rap', 'rap', 'trap']"
2017-06-17,42.0,Scars To Your Beautiful,Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2017-06-17,43.0,Rockabye,Clean Bandit,"['pop', 'uk dance', 'uk funky']"
2017-06-17,44.0,Slippery,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2017-06-17,45.0,Bad Liar,Selena Gomez,"['pop', 'post-teen pop']"
2017-06-17,46.0,Paris,The Chainsmokers,['pop']
2017-06-17,47.0,Everyday We Lit,YFN Lucci,"['arkansas hip hop', 'atl hip hop', 'melodic rap', 'southern hip hop', 'trap']"
2017-06-17,48.0,Cold,Maroon 5,['pop']
2017-06-17,49.0,Magnolia,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
2017-06-17,50.0,Look At Me!,,[]
2017-06-17,51.0,The Cure,Lady Gaga,"['art pop', 'dance pop', 'pop']"
2017-06-17,52.0,"God, Your Mama, And Me",Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
2017-06-17,53.0,If I Told You,Darius Rucker,"['black americana', 'contemporary country', 'country', 'country road', 'modern country rock']"
2017-06-17,54.0,Love.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-06-17,55.0,The Fighter,Keith Urban,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road', 'modern country rock']"
2017-06-17,56.0,Black,Dierks Bentley,"['contemporary country', 'country', 'country road', 'modern country rock']"
2017-06-17,57.0,First Day Out,Tee Grizzley,"['detroit hip hop', 'detroit trap', 'rap', 'southern hip hop', 'trap']"
2017-06-17,58.0,Heavy,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']"
2017-06-17,59.0,Craving You,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']"
2017-06-17,60.0,Portland,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2017-06-17,61.0,Crying In The Club,Camila Cabello,"['dance pop', 'pop']"
2017-06-17,62.0,1-800-273-8255,Logic,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']"
2017-06-17,63.0,How Not To,Dan + Shay,"['contemporary country', 'country', 'country road']"
2017-06-17,64.0,My Girl,Dylan Scott,"['contemporary country', 'country road', 'modern country rock']"
2017-06-17,65.0,Strip That Down,Liam Payne,['pop']
2017-06-17,66.0,Privacy,Chris Brown,"['r&b', 'rap']"
2017-06-17,67.0,Every Time I Hear That Song,Blake Shelton,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']"
2017-06-17,68.0,You Look Good,Lady Antebellum,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']"
2017-06-17,69.0,Losin Control,Russ,"['hawaiian hip hop', 'pop rap']"
