date,rank,song_title,artist,genres
2017-09-09,1.0,Despacito,Luis Fonsi,"['latin pop', 'puerto rican pop']"
2017-09-09,2.0,Wild Thoughts,DJ Khaled,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
,,Bodak Yellow (Money Moves),Cardi B,[]
2017-09-09,4.0,Believer,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2017-09-09,5.0,Attention,Charlie Puth,"['pop', 'viral pop']"
2017-09-09,6.0,Unforgettable,French Montana,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2017-09-09,7.0,There's Nothing Holdin' Me Back,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2017-09-09,8.0,That's What I Like,Bruno Mars,"['dance pop', 'pop']"
2017-09-09,9.0,Shape Of You,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-09-09,10.0,Rake It Up,Yo Gotti,"['dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
2017-09-09,11.0,Strip That Down,Liam Payne,['pop']
2017-09-09,12.0,Bank Account,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
2017-09-09,13.0,Body Like A Back Road,Sam Hunt,"['contemporary country', 'country', 'country pop', 'modern country rock']"
2017-09-09,14.0,Slow Hands,Niall Horan,['pop']
2017-09-09,15.0,Congratulations,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2017-09-09,16.0,I'm The One,DJ Khaled,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
2017-09-09,17.0,Redbone,Childish Gambino,"['atl hip hop', 'hip hop', 'rap']"
2017-09-09,18.0,Sorry Not Sorry,Demi Lovato,"['pop', 'post-teen pop']"
2017-09-09,19.0,Humble.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-09-09,20.0,Friends,Justin Bieber + BloodPop,"['canadian pop', 'pop']"
2017-09-09,21.0,Something Just Like This,The Chainsmokers,['pop']
2017-09-09,22.0,Feels,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
2017-09-09,23.0,Feel It Still,Portugal. The Man,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock']"
2017-09-09,24.0,Mi Gente,J Balvin,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
2017-09-09,25.0,XO TOUR Llif3,Lil Uzi Vert,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
2017-09-09,26.0,Location,Khalid,"['pop', 'pop r&b']"
2017-09-09,27.0,Stay,Zedd,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']"
2017-09-09,28.0,Praying,Kesha,"['dance pop', 'pop']"
2017-09-09,29.0,1-800-273-8255,Logic,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']"
2017-09-09,30.0,Mask Off,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2017-09-09,31.0,Say You Won't Let Go,James Arthur,"['pop', 'talent show', 'uk pop']"
2017-09-09,32.0,Loyalty.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-09-09,33.0,Love Galore,SZA,"['pop', 'r&b', 'rap']"
2017-09-09,34.0,I Get The Bag,Gucci Mane,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2017-09-09,35.0,What About Us,P!nk,"['dance pop', 'pop']"
2017-09-09,36.0,Small Town Boy,Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']"
2017-09-09,37.0,It Ain't Me,Kygo,"['edm', 'pop', 'pop dance', 'tropical house']"
2017-09-09,38.0,What Ifs,Kane Brown,"['black americana', 'contemporary country', 'country', 'country road']"
2017-09-09,39.0,No Promises,Cheat Codes,"['edm', 'pop', 'pop dance']"
2017-09-09,40.0,Now Or Never,Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
2017-09-09,41.0,Young Dumb & Broke,Khalid,"['pop', 'pop r&b']"
2017-09-09,42.0,Versace On The Floor,Bruno Mars,"['dance pop', 'pop']"
2017-09-09,43.0,Everyday We Lit,YFN Lucci,"['arkansas hip hop', 'atl hip hop', 'melodic rap', 'southern hip hop', 'trap']"
2017-09-09,44.0,It's A Vibe,2 Chainz,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2017-09-09,45.0,Drinkin' Problem,Midland,"['classic texas country', 'neo-traditional country']"
2017-09-09,46.0,Drowning,A Boogie Wit da Hoodie,"['melodic rap', 'rap', 'trap']"
2017-09-09,47.0,Magnolia,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
2017-09-09,48.0,Castle On The Hill,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-09-09,49.0,The Race,Tay-K,"['cali rap', 'dfw rap', 'rap', 'trap']"
2017-09-09,50.0,No Such Thing As A Broken Heart,Old Dominion,"['contemporary country', 'country', 'country road', 'modern country rock']"
2017-09-09,51.0,Crew,GoldLink,['alternative r&b']
2017-09-09,52.0,Silence,Marshmello,"['brostep', 'edm', 'pop', 'progressive electro house']"
2017-09-09,53.0,Roll In Peace,Kodak Black,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2017-09-09,54.0,Do Re Mi,blackbear,['pop']
2017-09-09,55.0,Fetish,Selena Gomez,"['pop', 'post-teen pop']"
2017-09-09,56.0,Heartache On The Dance Floor,Jon Pardi,"['contemporary country', 'country', 'country road', 'modern country rock']"
2017-09-09,57.0,Butterfly Effect,Travis Scott,"['hip hop', 'rap', 'slap house']"
2017-09-09,58.0,When It Rains It Pours,Luke Combs,"['contemporary country', 'country']"
2017-09-09,59.0,Thunder,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2017-09-09,60.0,Back To You,Louis Tomlinson,['pop']
2017-09-09,61.0,Felices Los 4,Maluma,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
2017-09-09,62.0,You Look Good,Lady Antebellum,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']"
