date,rank,song_title,artist,genres
2017-11-04,1.0,Rockstar,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
,,Bodak Yellow (Money Moves),Cardi B,[]
2017-11-04,3.0,1-800-273-8255,Logic,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']"
2017-11-04,4.0,Feel It Still,Portugal. The Man,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock']"
2017-11-04,5.0,Thunder,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2017-11-04,6.0,Mi Gente,J Balvin,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
2017-11-04,7.0,Sorry Not Sorry,Demi Lovato,"['pop', 'post-teen pop']"
2017-11-04,8.0,Too Good At Goodbyes,Sam Smith,"['pop', 'uk pop']"
2017-11-04,9.0,Unforgettable,French Montana,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2017-11-04,10.0,Look What You Made Me Do,Taylor Swift,['pop']
2017-11-04,11.0,I Get The Bag,Gucci Mane,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2017-11-04,12.0,Attention,Charlie Puth,"['pop', 'viral pop']"
2017-11-04,13.0,What About Us,P!nk,"['dance pop', 'pop']"
2017-11-04,14.0,Believer,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2017-11-04,15.0,Despacito,Luis Fonsi,"['latin pop', 'puerto rican pop']"
2017-11-04,16.0,Bank Account,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
2017-11-04,17.0,Rake It Up,Yo Gotti,"['dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
2017-11-04,18.0,Perfect,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-11-04,19.0,What Lovers Do,Maroon 5,['pop']
2017-11-04,20.0,Havana,Camila Cabello,"['dance pop', 'pop']"
2017-11-04,21.0,Strip That Down,Liam Payne,['pop']
2017-11-04,22.0,Shape Of You,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-11-04,23.0,There's Nothing Holdin' Me Back,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2017-11-04,24.0,Slow Hands,Niall Horan,['pop']
2017-11-04,25.0,Young Dumb & Broke,Khalid,"['pop', 'pop r&b']"
2017-11-04,26.0,What Ifs,Kane Brown,"['black americana', 'contemporary country', 'country', 'country road']"
2017-11-04,27.0,Gucci Gang,Lil Pump,"['emo rap', 'miami hip hop', 'pop rap', 'rap', 'trap']"
2017-11-04,28.0,Praying,Kesha,"['dance pop', 'pop']"
2017-11-04,29.0,I Fall Apart,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2017-11-04,30.0,That's What I Like,Bruno Mars,"['dance pop', 'pop']"
2017-11-04,31.0,Wild Thoughts,DJ Khaled,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
2017-11-04,32.0,Bad At Love,Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
2017-11-04,33.0,When It Rains It Pours,Luke Combs,"['contemporary country', 'country']"
2017-11-04,34.0,Congratulations,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2017-11-04,35.0,Humble.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-11-04,36.0,XO TOUR Llif3,Lil Uzi Vert,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
2017-11-04,37.0,Something Just Like This,The Chainsmokers,['pop']
2017-11-04,38.0,New Rules,Dua Lipa,"['dance pop', 'pop', 'uk pop']"
2017-11-04,39.0,Body Like A Back Road,Sam Hunt,"['contemporary country', 'country', 'country pop', 'modern country rock']"
2017-11-04,40.0,Do Re Mi,blackbear,['pop']
