date,rank,song_title,artist,genres
2017-07-01,1,Despacito,Luis Fonsi,"['latin pop', 'puerto rican pop']"
2017-07-01,2,I'm The One,DJ Khaled,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
2017-07-01,3,That's What I Like,Bruno Mars,"['dance pop', 'pop']"
2017-07-01,4,Shape Of You,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-07-01,5,Humble.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-07-01,6,Mask Off,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2017-07-01,7,Something Just Like This,The Chainsmokers,['pop']
2017-07-01,8,Stay,Zedd,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']"
2017-07-01,9,Congratulations,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2017-07-01,10,XO TOUR Llif3,Lil Uzi Vert,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
2017-07-01,11,Body Like A Back Road,Sam Hunt,"['contemporary country', 'country', 'country pop', 'modern country rock']"
2017-07-01,12,Say You Won't Let Go,James Arthur,"['pop', 'talent show', 'uk pop']"
2017-07-01,13,Issues,Julia Michaels,['pop']
2017-07-01,14,Redbone,Childish Gambino,"['atl hip hop', 'hip hop', 'rap']"
2017-07-01,15,Believer,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2017-07-01,16,2U,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
2017-07-01,17,It Ain't Me,Kygo,"['edm', 'pop', 'pop dance', 'tropical house']"
2017-07-01,18,Unforgettable,French Montana,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2017-07-01,19,There's Nothing Holdin' Me Back,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2017-07-01,20,Now Or Never,Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
2017-07-01,21,Castle On The Hill,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-07-01,22,iSpy,KYLE,"['deep underground hip hop', 'indie pop rap', 'pop rap', 'viral trap']"
2017-07-01,23,Bad Liar,Selena Gomez,"['pop', 'post-teen pop']"
2017-07-01,24,Slow Hands,Niall Horan,['pop']
2017-07-01,25,Malibu,Miley Cyrus,['pop']
2017-07-01,26,Rolex,Ayo,"['trap', 'viral rap', 'viral trap']"
2017-07-01,27,Attention,Charlie Puth,"['pop', 'viral pop']"
2017-07-01,28,Location,Khalid,"['pop', 'pop r&b']"
2017-07-01,29,Sign Of The Times,Harry Styles,['pop']
2017-07-01,30,Swalla,Jason Derulo,"['dance pop', 'pop']"
2017-07-01,31,In Case You Didn't Know,Brett Young,"['contemporary country', 'country', 'country road', 'modern country rock']"
2017-07-01,32,DNA.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-07-01,33,Magnolia,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
2017-07-01,34,Closer,The Chainsmokers,['pop']
2017-07-01,35,Bad And Boujee,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2017-07-01,36,Slippery,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2017-07-01,37,Everyday We Lit,YFN Lucci,"['arkansas hip hop', 'atl hip hop', 'melodic rap', 'southern hip hop', 'trap']"
2017-07-01,38,Goosebumps,Travis Scott,"['hip hop', 'rap', 'slap house']"
2017-07-01,39,24K Magic,Bruno Mars,"['dance pop', 'pop']"
2017-07-01,40,Tunnel Vision,Kodak Black,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2017-07-01,41,T-Shirt,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2017-07-01,42,Drowning,A Boogie Wit da Hoodie,"['melodic rap', 'rap', 'trap']"
2017-07-01,43,Hurricane,Luke Combs,"['contemporary country', 'country']"
2017-07-01,44,Strip That Down,Liam Payne,['pop']
2017-07-01,45,Passionfruit,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2017-07-01,46,Slide,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
2017-07-01,47,The Fighter,Keith Urban,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road', 'modern country rock']"
2017-07-01,48,The Cure,Lady Gaga,"['art pop', 'dance pop', 'pop']"
2017-07-01,49,Scars To Your Beautiful,Alessia Cara,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2017-07-01,50,Swang,Rae Sremmurd,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']"
2017-07-01,51,"God, Your Mama, And Me",Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
2017-07-01,52,Craving You,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']"
2017-07-01,53,To The Max,DJ Khaled,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
2017-07-01,54,Look At Me!,,[]
2017-07-01,55,Crying In The Club,Camila Cabello,"['dance pop', 'pop']"
2017-07-01,56,First Day Out,Tee Grizzley,"['detroit hip hop', 'detroit trap', 'rap', 'southern hip hop', 'trap']"
2017-07-01,57,How Not To,Dan + Shay,"['contemporary country', 'country', 'country road']"
2017-07-01,58,Love.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-07-01,59,You Look Good,Lady Antebellum,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']"
2017-07-01,60,My Girl,Dylan Scott,"['contemporary country', 'country road', 'modern country rock']"
2017-07-01,61,Every Time I Hear That Song,Blake Shelton,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']"
2017-07-01,62,Swish Swish,Katy Perry,['pop']
2017-07-01,63,If I Told You,Darius Rucker,"['black americana', 'contemporary country', 'country', 'country road', 'modern country rock']"
2017-07-01,64,Cold,Maroon 5,['pop']
2017-07-01,65,Felices Los 4,Maluma,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
2017-07-01,66,Portland,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2017-07-01,67,Drinkin' Problem,Midland,"['classic texas country', 'neo-traditional country']"
