date,rank,song_title,artist,genres
2018-02-10,1.0,God's Plan,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2018-02-10,2.0,Perfect,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2018-02-10,3.0,Finesse,Bruno Mars ,"['dance pop', 'pop']"
2018-02-10,4.0,Havana,Camila Cabello ,"['dance pop', 'pop']"
2018-02-10,5.0,Rockstar,Post Malone ,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2018-02-10,6.0,Bad At Love,Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
2018-02-10,7.0,New Rules,Dua Lipa,"['dance pop', 'pop', 'uk pop']"
2018-02-10,8.0,MotorSport,"Migos, Nicki Minaj ","['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2018-02-10,9.0,Say Something,Justin Timberlake ,"['dance pop', 'pop']"
2018-02-10,10.0,Thunder,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2018-02-10,11.0,Meant To Be,Bebe Re,"['dance pop', 'pop']"
2018-02-10,12.0,Stir Fry,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2018-02-10,13.0,No Limit,G-Eazy ,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
2018-02-10,14.0,Let You Down,NF,"['hip hop', 'pop rap']"
2018-02-10,15.0,Love.,Kendrick Lamar ,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2018-02-10,16.0,Him & I,G-Eazy ,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
2018-02-10,17.0,I Fall Apart,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2018-02-10,18.0,Walk It Talk It,Migos ,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2018-02-10,19.0,Bartier Cardi,Cardi B ,"['pop', 'rap']"
2018-02-10,20.0,Too Good At Goodbyes,Sam Smith,"['pop', 'uk pop']"
2018-02-10,21.0,How Long,Charlie Puth,"['pop', 'viral pop']"
2018-02-10,22.0,Shape Of You,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2018-02-10,23.0,The Middle,"Zedd, Maren Morris ","['complextro', 'edm', 'german techno', 'pop', 'pop dance']"
2018-02-10,24.0,Gummo,6i,['emo rap']
,,Bodak Yellow (Money Moves),Cardi B,Need Manual Check
2018-02-10,26.0,Gucci Gang,Lil Pump,"['emo rap', 'miami hip hop', 'pop rap', 'rap', 'trap']"
2018-02-10,27.0,Feel It Still,Portugal. The Man,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock']"
2018-02-10,28.0,You Make It Easy,Jason Aldean,"['contemporary country', 'country', 'country road', 'modern country rock']"
2018-02-10,29.0,Believer,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2018-02-10,30.0,Wolves,Selena Gomez ,"['pop', 'post-teen pop']"
2018-02-10,31.0,Sky Walker,Miguel ,"['r&b', 'urban contemporary']"
2018-02-10,32.0,Never Be The Same,Camila Cabello,"['dance pop', 'pop']"
2018-02-10,33.0,1-800-273-8255,Logic ,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']"
2018-02-10,34.0,Plain Jane,A$AP Ferg ,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2018-02-10,35.0,Young Dumb & Broke,Khalid,"['pop', 'pop r&b']"
2018-02-10,36.0,Narcos,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2018-02-10,37.0,I Get The Bag,Gucci Mane ,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2018-02-10,38.0,Lights Down Low,MA,"['singer-songwriter pop', 'teen pop', 'viral pop']"
2018-02-10,39.0,Marry Me,Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']"
2018-02-10,40.0,Roll In Peace,Kodak Black ,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2018-02-10,41.0,Mine,Bazzi,['pop']
2018-02-10,42.0,Sorry Not Sorry,Demi Lovato,"['pop', 'post-teen pop']"
2018-02-10,43.0,End Game,Taylor Swift ,['pop']
2018-02-10,44.0,River,Eminem ,"['detroit hip hop', 'hip hop', 'rap']"
2018-02-10,45.0,Outside Today,YoungBoy Never Broke Again,"['baton rouge rap', 'rap']"
2018-02-10,46.0,Ric Flair Drip,Offset ,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2018-02-10,47.0,Lemon,N*E*R*D ,"['hip hop', 'virginia hip hop']"
2018-02-10,48.0,BBO (Bad Bitches Only),Migos ,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2018-02-10,49.0,The Way Life Goes,Lil Uzi Vert ,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
2018-02-10,50.0,Let Me Go,Hailee Steinfeld ,['pop']
2018-02-10,51.0,Filthy,Justin Timberlake,"['dance pop', 'pop']"
2018-02-10,52.0,Notice Me,Migos ,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2018-02-10,53.0,Supastars,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2018-02-10,54.0,All The Stars,Kendrick Lamar ,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
