date,rank,song_title,artist,genres
2018-01-06,1.0,Perfect,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2018-01-06,2.0,Rockstar,Post Malone ,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2018-01-06,3.0,Havana,Camila Cabello ,"['dance pop', 'pop']"
2018-01-06,4.0,No Limit,G-Eazy ,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
2018-01-06,5.0,Thunder,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2018-01-06,6.0,Gucci Gang,Lil Pump,"['emo rap', 'miami hip hop', 'pop rap', 'rap', 'trap']"
2018-01-06,7.0,MotorSport,"Migos, Nicki Minaj ","['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2018-01-06,8.0,Too Good At Goodbyes,Sam Smith,"['pop', 'uk pop']"
2018-01-06,9.0,Bad At Love,Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
,,Bodak Yellow (Money Moves),Cardi B,Need Manual Check
2018-01-06,11.0,Love.,Kendrick Lamar ,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2018-01-06,12.0,New Rules,Dua Lipa,"['dance pop', 'pop', 'uk pop']"
2018-01-06,13.0,All I Want For Christmas Is You,Mariah Carey,"['dance pop', 'pop', 'urban contemporary']"
2018-01-06,14.0,Bartier Cardi,Cardi B ,"['pop', 'rap']"
2018-01-06,15.0,Gummo,6i,['emo rap']
2018-01-06,16.0,I Fall Apart,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2018-01-06,17.0,Let You Down,NF,"['hip hop', 'pop rap']"
2018-01-06,18.0,Young Dumb & Broke,Khalid,"['pop', 'pop r&b']"
2018-01-06,19.0,Shape Of You,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2018-01-06,20.0,Sorry Not Sorry,Demi Lovato,"['pop', 'post-teen pop']"
2018-01-06,21.0,What Lovers Do,Maroon 5 ,['pop']
2018-01-06,22.0,I Get The Bag,Gucci Mane ,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2018-01-06,23.0,Feel It Still,Portugal. The Man,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock']"
2018-01-06,24.0,Him & I,G-Eazy ,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
2018-01-06,25.0,Believer,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2018-01-06,26.0,Meant To Be,Bebe Re,"['dance pop', 'pop']"
2018-01-06,27.0,How Long,Charlie Puth,"['pop', 'viral pop']"
2018-01-06,28.0,Bank Account,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
2018-01-06,29.0,Wolves,Selena Gomez ,"['pop', 'post-teen pop']"
2018-01-06,30.0,Despacito,Luis Fonsi ,"['latin pop', 'puerto rican pop']"
