date,rank,song_title,artist,genres
2017-12-09,1.0,Rockstar,Post Malone ,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2017-12-09,2.0,Havana,Camila Cabello ,"['dance pop', 'pop']"
2017-12-09,3.0,Gucci Gang,Lil Pump,"['emo rap', 'miami hip hop', 'pop rap', 'rap', 'trap']"
2017-12-09,4.0,Thunder,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2017-12-09,5.0,Perfect,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
,,Bodak Yellow (Money Moves),Cardi B,Need Manual Check
2017-12-09,7.0,Too Good At Goodbyes,Sam Smith,"['pop', 'uk pop']"
2017-12-09,8.0,Feel It Still,Portugal. The Man,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock']"
2017-12-09,9.0,Sorry Not Sorry,Demi Lovato,"['pop', 'post-teen pop']"
2017-12-09,10.0,What Lovers Do,Maroon 5 ,['pop']
2017-12-09,11.0,No Limit,G-Eazy ,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
2017-12-09,12.0,Mi Gente,J Balvin ,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
2017-12-09,13.0,1-800-273-8255,Logic ,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']"
2017-12-09,14.0,Bad At Love,Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
2017-12-09,15.0,Bank Account,21 Savage,"['atl hip hop', 'hip hop', 'rap']"
2017-12-09,16.0,I Get The Bag,Gucci Mane ,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2017-12-09,17.0,MotorSport,"Migos, Nicki Minaj ","['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2017-12-09,18.0,New Rules,Dua Lipa,"['dance pop', 'pop', 'uk pop']"
2017-12-09,19.0,Despacito,Luis Fonsi ,"['latin pop', 'puerto rican pop']"
2017-12-09,20.0,Wolves,Selena Gomez ,"['pop', 'post-teen pop']"
2017-12-09,21.0,I Fall Apart,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2017-12-09,22.0,Young Dumb & Broke,Khalid,"['pop', 'pop r&b']"
2017-12-09,23.0,Believer,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2017-12-09,24.0,...Ready For It?,Taylor Swift,['pop']
2017-12-09,25.0,What About Us,P!nk,"['dance pop', 'pop']"
2017-12-09,26.0,Praying,Kesha,"['dance pop', 'pop']"
2017-12-09,27.0,Rake It Up,Yo Gotti ,"['dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
2017-12-09,28.0,Unforgettable,French Montana ,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2017-12-09,29.0,Gummo,6i,['emo rap']
2017-12-09,30.0,Attention,Charlie Puth,"['pop', 'viral pop']"
2017-12-09,31.0,Shape Of You,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-12-09,32.0,That's What I Like,Bruno Mars,"['dance pop', 'pop']"
2017-12-09,33.0,There's Nothing Holdin' Me Back,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2017-12-09,34.0,How Long,Charlie Puth,"['pop', 'viral pop']"
2017-12-09,35.0,Congratulations,Post Malone ,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2017-12-09,36.0,Strip That Down,Liam Payne ,['pop']
2017-12-09,37.0,The Weekend,SZA,"['pop', 'r&b', 'rap']"
2017-12-09,38.0,The Way Life Goes,Lil Uzi Vert ,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
2017-12-09,39.0,Love.,Kendrick Lamar ,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-12-09,40.0,Slow Hands,Niall Horan,['pop']
2017-12-09,41.0,Do Re Mi,blackbear,['pop']
2017-12-09,42.0,Meant To Be,Bebe Re,"['dance pop', 'pop']"
2017-12-09,43.0,Silence,Marshmello ,"['brostep', 'edm', 'pop', 'progressive electro house']"
