date,rank,song_title,artist,genres
2017-07-15,1,Despacito,Luis Fonsi ,"['latin pop', 'puerto rican pop']"
2017-07-15,2,I'm The One,DJ Khaled ,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
2017-07-15,3,Wild Thoughts,DJ Khaled ,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
2017-07-15,4,That's What I Like,Bruno Mars,"['dance pop', 'pop']"
2017-07-15,5,Shape Of You,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-07-15,6,Believer,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2017-07-15,7,Humble.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-07-15,8,Congratulations,Post Malone ,"['dfw rap', 'melodic rap', 'pop', 'rap']"
2017-07-15,9,Mask Off,Future,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2017-07-15,10,Something Just Like This,The Chainsmokers ,['pop']
2017-07-15,11,Stay,Zedd ,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']"
2017-07-15,12,Body Like A Back Road,Sam Hunt,"['contemporary country', 'country', 'country pop', 'modern country rock']"
2017-07-15,13,Unforgettable,French Montana ,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2017-07-15,14,Redbone,Childish Gambino,"['atl hip hop', 'hip hop', 'rap']"
2017-07-15,15,XO TOUR Llif3,Lil Uzi Vert,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap', 'trap']"
2017-07-15,16,Issues,Julia Michaels,['pop']
2017-07-15,17,Say You Won't Let Go,James Arthur,"['pop', 'talent show', 'uk pop']"
2017-07-15,18,There's Nothing Holdin' Me Back,Shawn Mendes,"['canadian pop', 'pop', 'viral pop']"
2017-07-15,19,Now Or Never,Halsey,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
2017-07-15,20,It Ain't Me,Kygo ,"['edm', 'pop', 'pop dance', 'tropical house']"
2017-07-15,21,Slow Hands,Niall Horan,['pop']
2017-07-15,22,Castle On The Hill,Ed Sheeran,"['pop', 'singer-songwriter pop', 'uk pop']"
2017-07-15,23,Attention,Charlie Puth,"['pop', 'viral pop']"
2017-07-15,24,Bad Liar,Selena Gomez,"['pop', 'post-teen pop']"
2017-07-15,25,Malibu,Miley Cyrus,['pop']
2017-07-15,26,Location,Khalid,"['pop', 'pop r&b']"
2017-07-15,27,2U,David Guetta ,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
2017-07-15,28,iSpy,KYLE ,"['deep underground hip hop', 'indie pop rap', 'pop rap', 'viral trap']"
2017-07-15,29,Rolex,Ayo ,"['trap', 'viral rap', 'viral trap']"
2017-07-15,30,Magnolia,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
2017-07-15,31,Slippery,Migos ,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2017-07-15,32,In Case You Didn't Know,Brett Young,"['contemporary country', 'country', 'country road', 'modern country rock']"
2017-07-15,33,Strip That Down,Liam Payne ,['pop']
2017-07-15,34,Closer,The Chainsmokers ,['pop']
2017-07-15,35,Bad And Boujee,Migos ,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2017-07-15,36,Signs,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2017-07-15,37,Everyday We Lit,YFN Lucci ,"['arkansas hip hop', 'atl hip hop', 'melodic rap', 'southern hip hop', 'trap']"
2017-07-15,38,Swalla,Jason Derulo ,"['dance pop', 'pop']"
2017-07-15,39,Drowning,A Boogie Wit da Hoodie ,"['melodic rap', 'rap', 'trap']"
2017-07-15,40,24K Magic,Bruno Mars,"['dance pop', 'pop']"
2017-07-15,41,DNA.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-07-15,42,Goosebumps,Travis Scott,"['hip hop', 'rap', 'slap house']"
2017-07-15,43,Hurricane,Luke Combs,"['contemporary country', 'country']"
2017-07-15,44,Craving You,Thomas Rhett ,"['contemporary country', 'country', 'country road', 'modern country rock']"
2017-07-15,45,My Girl,Dylan Scott,"['contemporary country', 'country road', 'modern country rock']"
2017-07-15,46,The Cure,Lady Gaga,"['art pop', 'dance pop', 'pop']"
2017-07-15,47,The Fighter,Keith Urban ,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road', 'modern country rock']"
2017-07-15,48,First Day Out,Tee Grizzley,"['detroit hip hop', 'detroit trap', 'rap', 'southern hip hop', 'trap']"
2017-07-15,49,T-Shirt,Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
2017-07-15,50,Crying In The Club,Camila Cabello,"['dance pop', 'pop']"
2017-07-15,51,Tunnel Vision,Kodak Black,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2017-07-15,52,Passionfruit,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2017-07-15,53,"God, Your Mama, And Me",Florida Georgia Line ,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
2017-07-15,54,Thunder,Imagine Dragons,"['modern rock', 'pop', 'rock']"
2017-07-15,55,Slide,Calvin Harris ,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
2017-07-15,56,Every Time I Hear That Song,Blake Shelton,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']"
2017-07-15,57,Feels,Calvin Harris ,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
2017-07-15,58,Sign Of The Times,Harry Styles,['pop']
2017-07-15,59,4:00 AM,2 Chainz ,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2017-07-15,60,Loyalty.,Kendrick Lamar ,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-07-15,61,Drinkin' Problem,Midland,"['classic texas country', 'neo-traditional country']"
2017-07-15,62,Privacy,Chris Brown,"['r&b', 'rap']"
2017-07-15,63,It's A Vibe,2 Chainz ,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2017-07-15,64,1-800-273-8255,Logic ,"['conscious hip hop', 'hip hop', 'pop rap', 'rap']"
2017-07-15,65,Small Town Boy,Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']"
2017-07-15,66,Felices Los 4,Maluma,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
2017-07-15,67,Love.,Kendrick Lamar ,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-07-15,68,Don't Quit,DJ Khaled ,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
2017-07-15,69,Flatliner,Cole Swindell,"['contemporary country', 'country', 'country road', 'modern country rock']"
2017-07-15,70,You Look Good,Lady Antebellum,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']"
2017-07-15,71,No Complaints,Metro Boomin ,['rap']
2017-07-15,72,Do I Make You Wanna,Billy Currington,"['contemporary country', 'country', 'country road']"
2017-07-15,73,To The Max,DJ Khaled ,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
2017-07-15,74,Love Galore,SZA ,"['pop', 'r&b', 'rap']"
2017-07-15,75,Weak,AJR,['pov: indie']
2017-07-15,76,Yours If You Want It,Rascal Flatts,"['contemporary country', 'country', 'country road']"
2017-07-15,77,No Such Thing As A Broken Heart,Old Dominion,"['contemporary country', 'country', 'country road', 'modern country rock']"
2017-07-15,78,Versace On The Floor,Bruno Mars,"['dance pop', 'pop']"
2017-07-15,79,Portland,Drake ,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
2017-07-15,80,How Not To,Dan + Shay,"['contemporary country', 'country', 'country road']"
2017-07-15,81,What Ifs,Kane Brown ,"['black americana', 'contemporary country', 'country', 'country road']"
2017-07-15,82,No Promises,Cheat Codes ,"['edm', 'pop', 'pop dance']"
2017-07-15,83,If I Told You,Darius Rucker,"['black americana', 'contemporary country', 'country', 'country road', 'modern country rock']"
2017-07-15,84,Feel It Still,Portugal. The Man,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock']"
2017-07-15,85,Somebody Else Will,Justin Moore,"['arkansas country', 'contemporary country', 'country', 'country road']"
2017-07-15,86,Down,Fifth Harmony ,"['girl group', 'pop', 'talent show']"
2017-07-15,87,Butterfly Effect,Travis Scott,"['hip hop', 'rap', 'slap house']"
2017-07-15,88,On Everything,DJ Khaled ,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
2017-07-15,89,Element.,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2017-07-15,90,Swish Swish,Katy Perry ,['pop']
2017-07-15,91,Cold,Maroon 5 ,['pop']
2017-07-15,92,Losin Control,Russ,"['hawaiian hip hop', 'pop rap']"
2017-07-15,93,Reminder,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2017-07-15,94,Crew,GoldLink ,['alternative r&b']
2017-07-15,95,Most Girls,Hailee Steinfeld,['pop']
