date,rank,song_title,artist,genres
2018-01-20,1.0,Perfect,Ed Sheeran,['Pop']
2018-01-20,2.0,Havana,Camila Cabello ,['Pop']
2018-01-20,3.0,Finesse,Bruno Mars ,['Pop']
2018-01-20,4.0,Rockstar,Post Malone ,"['Pop', 'Hip Hop']"
2018-01-20,5.0,No Limit,G-Eazy ,['Hip Hop']
2018-01-20,6.0,Thunder,Imagine Dragons,"['Rock', 'Pop']"
2018-01-20,7.0,Bad At Love,Halsey,['Pop']
2018-01-20,8.0,Too Good At Goodbyes,Sam Smith,['Pop']
2018-01-20,9.0,Filthy,Justin Timberlake,['Pop']
2018-01-20,10.0,MotorSport,"Migos, Nicki Minaj ",['Hip Hop']
2018-01-20,11.0,New Rules,Dua Lipa,['Pop']
2018-01-20,12.0,Gucci Gang,Lil Pump,['Hip Hop']
2018-01-20,13.0,Love.,Kendrick Lamar ,['Hip Hop']
2018-01-20,14.0,Bartier Cardi,Cardi B ,"['Pop', 'Hip Hop']"
2018-01-20,15.0,Let You Down,NF,['Hip Hop']
2018-01-20,16.0,Him & I,G-Eazy ,['Hip Hop']
,,Bodak Yellow (Money Moves),Cardi B,
2018-01-20,18.0,Meant To Be,Bebe Re,['Pop']
2018-01-20,19.0,Gummo,6i,
2018-01-20,20.0,Feel It Still,Portugal. The Man,
2018-01-20,21.0,Sorry Not Sorry,Demi Lovato,['Pop']
2018-01-20,22.0,Shape Of You,Ed Sheeran,['Pop']
2018-01-20,23.0,How Long,Charlie Puth,['Pop']
2018-01-20,24.0,Wolves,Selena Gomez ,['Pop']
2018-01-20,25.0,I Get The Bag,Gucci Mane ,['Hip Hop']
2018-01-20,26.0,I Fall Apart,Post Malone,"['Pop', 'Hip Hop']"
2018-01-20,27.0,What Lovers Do,Maroon 5 ,['Pop']
2018-01-20,28.0,Young Dumb & Broke,Khalid,['Pop']
2018-01-20,29.0,Plain Jane,A$AP Ferg ,['Hip Hop']
2018-01-20,30.0,Believer,Imagine Dragons,"['Rock', 'Pop']"
2018-01-20,31.0,Sky Walker,Miguel ,['R&B']
2018-01-20,32.0,River,Eminem ,['Hip Hop']
2018-01-20,33.0,The Way Life Goes,Lil Uzi Vert ,['Hip Hop']
2018-01-20,34.0,Despacito,Luis Fonsi ,
2018-01-20,35.0,Mi Gente,J Balvin ,
2018-01-20,36.0,End Game,Taylor Swift ,['Pop']
2018-01-20,37.0,Bank Account,21 Savage,['Hip Hop']
2018-01-20,38.0,That's What I Like,Bruno Mars,['Pop']
2018-01-20,39.0,Marry Me,Thomas Rhett,['Country']
2018-01-20,40.0,Let Me Go,Hailee Steinfeld ,['Pop']
2018-01-20,41.0,Attention,Charlie Puth,['Pop']
2018-01-20,42.0,The Weekend,SZA,"['Pop', 'R&B', 'Hip Hop']"
2018-01-20,43.0,All The Stars,Kendrick Lamar ,['Hip Hop']
2018-01-20,44.0,1-800-273-8255,Logic ,['Hip Hop']
2018-01-20,45.0,Roll In Peace,Kodak Black ,['Hip Hop']
2018-01-20,46.0,Silence,Marshmello ,"['Electronic/Dance', 'Pop']"
2018-01-20,47.0,Lights Down Low,MA,
2018-01-20,48.0,Ric Flair Drip,Offset ,['Hip Hop']
2018-01-20,49.0,Unforgettable,French Montana ,['Hip Hop']
2018-01-20,50.0,Lemon,N*E*R*D ,['Hip Hop']
2018-01-20,51.0,Like I Loved You,Brett Young,['Country']
2018-01-20,52.0,Yours,Russell Dickerson,['Country']
2018-01-20,53.0,Pills And Automobiles,Chris Brown ,"['R&B', 'Hip Hop']"
2018-01-20,54.0,Good Old Days,Macklemore ,
2018-01-20,55.0,Tell Me You Love Me,Demi Lovato,['Pop']
2018-01-20,56.0,I Could Use A Love Song,Maren Morris,
2018-01-20,57.0,Round Here Buzz,Eric Church,['Country']
