date,rank,song_title,artist,genres
2017-12-23,1.0,Perfect,Ed Sheeran,['Pop']
2017-12-23,2.0,Rockstar,Post Malone ,"['Pop', 'Hip Hop']"
2017-12-23,3.0,Havana,Camila Cabello ,['Pop']
2017-12-23,4.0,Gucci Gang,Lil Pump,['Hip Hop']
2017-12-23,5.0,Thunder,Imagine Dragons,"['Rock', 'Pop']"
2017-12-23,6.0,Too Good At Goodbyes,Sam Smith,['Pop']
2017-12-23,7.0,No Limit,G-Eazy ,['Hip Hop']
2017-12-23,8.0,Bad At Love,Halsey,['Pop']
,,Bodak Yellow (Money Moves),Cardi B,
2017-12-23,10.0,What Lovers Do,Maroon 5 ,['Pop']
2017-12-23,11.0,All I Want For Christmas Is You,Mariah Carey,['Pop']
2017-12-23,12.0,Feel It Still,Portugal. The Man,
2017-12-23,13.0,Gummo,6i,
2017-12-23,14.0,I Get The Bag,Gucci Mane ,['Hip Hop']
2017-12-23,15.0,MotorSport,"Migos, Nicki Minaj ",['Hip Hop']
2017-12-23,16.0,Sorry Not Sorry,Demi Lovato,['Pop']
2017-12-23,17.0,New Rules,Dua Lipa,['Pop']
2017-12-23,18.0,Mi Gente,J Balvin ,
2017-12-23,19.0,1-800-273-8255,Logic ,['Hip Hop']
2017-12-23,20.0,Wolves,Selena Gomez ,['Pop']
2017-12-23,21.0,Him & I,G-Eazy ,['Hip Hop']
2017-12-23,22.0,Let You Down,NF,['Hip Hop']
2017-12-23,23.0,I Fall Apart,Post Malone,"['Pop', 'Hip Hop']"
2017-12-23,24.0,Bank Account,21 Savage,['Hip Hop']
2017-12-23,25.0,Shape Of You,Ed Sheeran,['Pop']
2017-12-23,26.0,How Long,Charlie Puth,['Pop']
2017-12-23,27.0,Love.,Kendrick Lamar ,['Hip Hop']
2017-12-23,28.0,Young Dumb & Broke,Khalid,['Pop']
2017-12-23,29.0,The Way Life Goes,Lil Uzi Vert ,['Hip Hop']
2017-12-23,30.0,Believer,Imagine Dragons,"['Rock', 'Pop']"
2017-12-23,31.0,Meant To Be,Bebe Re,['Pop']
2017-12-23,32.0,Despacito,Luis Fonsi ,
2017-12-23,33.0,Silence,Marshmello ,"['Electronic/Dance', 'Pop']"
2017-12-23,34.0,Unforgettable,French Montana ,['Hip Hop']
2017-12-23,35.0,Sky Walker,Miguel ,['R&B']
2017-12-23,36.0,Attention,Charlie Puth,['Pop']
2017-12-23,37.0,Rockin' Around The Christmas Tree,Brenda Lee,
2017-12-23,38.0,The Weekend,SZA,"['Pop', 'R&B', 'Hip Hop']"
2017-12-23,39.0,End Game,Taylor Swift ,['Pop']
2017-12-23,40.0,That's What I Like,Bruno Mars,['Pop']
2017-12-23,41.0,Plain Jane,A$AP Ferg ,['Hip Hop']
2017-12-23,42.0,The Christmas Song (Merry Christmas To You),Nat King Cole,
2017-12-23,43.0,...Ready For It?,Taylor Swift,['Pop']
2017-12-23,44.0,Ric Flair Drip,Offset ,['Hip Hop']
2017-12-23,45.0,It's The Most Wonderful Time Of The Year,Andy Williams,
2017-12-23,46.0,There's Nothing Holdin' Me Back,Shawn Mendes,['Pop']
2017-12-23,47.0,A Holly Jolly Christmas,Burl Ives,
2017-12-23,48.0,Rubbin Off The Paint,YBN Nahmir,['Hip Hop']
2017-12-23,49.0,Congratulations,Post Malone ,"['Pop', 'Hip Hop']"
2017-12-23,50.0,Humble.,Kendrick Lamar,['Hip Hop']
2017-12-23,51.0,What About Us,P!nk,['Pop']
2017-12-23,52.0,Pills And Automobiles,Chris Brown ,"['R&B', 'Hip Hop']"
2017-12-23,53.0,Tell Me You Love Me,Demi Lovato,['Pop']
2017-12-23,54.0,Greatest Love Story,LANCO,
2017-12-23,55.0,Let Me Go,Hailee Steinfeld ,['Pop']
2017-12-23,56.0,Roll In Peace,Kodak Black ,['Hip Hop']
2017-12-23,57.0,Light It Up,Luke Bryan,['Country']
2017-12-23,58.0,Codeine Dreaming,Kodak Black ,['Hip Hop']
2017-12-23,59.0,Candy Paint,Post Malone,"['Pop', 'Hip Hop']"
2017-12-23,60.0,Lemon,N*E*R*D ,['Hip Hop']
2017-12-23,61.0,Kooda,6i,
2017-12-23,62.0,Like I Loved You,Brett Young,['Country']
2017-12-23,63.0,I'll Name The Dogs,Blake Shelton,['Country']
2017-12-23,64.0,Good Old Days,Macklemore ,
2017-12-23,65.0,When It Rains It Pours,Luke Combs,['Country']
2017-12-23,66.0,Lights Down Low,MA,
2017-12-23,67.0,Yours,Russell Dickerson,['Country']
2017-12-23,68.0,Betrayed,Lil ,
2017-12-23,69.0,Unforgettable,Thomas Rhett,['Country']
